steam_appid,name,developers,publishers,categories,genres,required_age,n_achievements,platforms,is_released,release_date,additional_content,total_reviews,total_positive,total_negative,review_score,review_score_desc,positive_percentual,metacritic,is_free,price_initial (USD)
2679260,Impact Trial: First Encounter,['Manuel Bacallado'],['Manuel Bacallado'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",0,69,['windows'],True,2024-06-22 00:00:00,[],2,2,0,0.0,2 user reviews,100.0,0,False,4.99
2679270,Rutabaga Desert Storm,['Indomitable Interactive'],['Indomitable Interactive'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,14,['windows'],True,2024-01-12 00:00:00,[],2,2,0,0.0,2 user reviews,100.0,0,False,0.99
2678290,EternAlgoRhythm,['Agecaf'],['Agecaf'],"['Single-player', 'Includes level editor', 'Family Sharing']",['Indie'],0,23,"['windows', 'mac', 'linux']",True,2024-08-15 00:00:00,[],6,6,0,0.0,6 user reviews,100.0,0,False,9.99
2678300,Rise of a Legend,"['Nicholas St. Germain', 'Masquarade']",['TyGames LLC'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Family Sharing']","['Action', 'RPG', 'Early Access']",0,0,['windows'],True,2024-11-19 00:00:00,[],21,18,3,7.0,Positive,85.7,0,False,17.99
2678330,Gaze of Dread,['Just Sauce Studio'],['Just Sauce Studio'],['Single-player'],"['Adventure', 'Indie']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2678360,MoonBright,['Bernetic Studios'],['Bernetic Studios'],"['Single-player', 'Steam Achievements', 'Steam Cloud']","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",0,0,['windows'],False,Not Released,"['Pre-Order Bonus Friendships!', 'The Case Of Rebecca Vega']",0,0,0,0.0,No user reviews,0.0,0,False,0.0
2678440,The Void Between,['Key Compass'],['Key Compass'],['Single-player'],"['Adventure', 'Indie']",0,0,"['windows', 'mac']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2678460,Detective Dave,['Dave C'],['Dave C Fidelity'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'RPG', 'Early Access']",0,0,['windows'],True,2023-12-19 00:00:00,[],1,0,1,0.0,1 user reviews,0.0,0,False,0.99
2678480,Pixel Fireplace,['Hammertail'],['Hammertail'],"['Single-player', 'Family Sharing']","['Indie', 'Simulation']",0,0,['windows'],True,2023-12-06 00:00:00,[],4,4,0,0.0,4 user reviews,100.0,0,False,4.99
2678540,Containment Breach,['GridBoxGames'],['GridBoxGames'],"['Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Workshop', 'Partial Controller Support']","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2678560,Gridmaster,['GeamGames'],['GeamGames'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Action', 'Casual', 'Racing', 'Simulation', 'Sports']",0,3,['windows'],True,2023-12-07 00:00:00,[],2,1,1,0.0,2 user reviews,50.0,0,False,9.99
2678590,God secret,['God secret'],['God secret'],"['Single-player', 'Family Sharing']","['Casual', 'RPG']",0,0,['windows'],True,2023-11-27 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,16.99
2678640,Journey of Realm：Dawn Dew,['CongSe Studio'],['CongSe Studio'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Indie', 'RPG', 'Strategy']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2678660,MagicArchitect_IntoDisaster,['Sisin Games'],['Sisin Games'],"['Single-player', 'Family Sharing']","['Action', 'Indie']",0,5,['windows'],True,2024-02-08 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,3.99
2678670,END OF BACK WORLD,['SAVE GAMES'],['SAVE GAMES'],"['Single-player', 'Full controller support']","['Action', 'Adventure', 'Casual', 'Indie']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2678700,TimingSpace,['YeShu  Wu'],['YeShu  Wu'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Casual', 'Sports']",0,0,['windows'],True,2023-11-26 00:00:00,[],3,3,0,0.0,3 user reviews,100.0,0,False,16.99
2678710,Security Control,['Greavette Games'],['Greavette Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Tracked Controller Support', 'VR Supported', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Early Access']",0,0,['windows'],True,2024-09-20 00:00:00,[],4,3,1,0.0,4 user reviews,75.0,0,False,9.99
2678750,Psychological Hacker 2044,['XianQian Game'],['XianQian Game'],"['Single-player', 'Full controller support']","['Adventure', 'Indie', 'Strategy']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2678760,Natural Craft,['LightingDance'],['LightingDance'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,8,['windows'],True,2023-12-06 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,1.99
2677800,Molly the Werezompire,['Zeboyd Digital Entertainment'],['Zeboyd Digital Entertainment'],"['Single-player', 'Family Sharing']",['Adventure'],0,0,['windows'],True,2023-12-29 00:00:00,[],7,7,0,0.0,7 user reviews,100.0,0,False,0.99
2677830,U-Sharp: The Unity Coding Learning Game,['Vincent Schiller'],['Schiller Creative'],"['Single-player', 'Steam Achievements']","['Casual', 'Indie', 'Simulation', 'Strategy']",0,0,"['windows', 'mac', 'linux']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2677850,Reign Down,['BLAV'],['BLAV'],"['Single-player', 'Steam Achievements']","['Action', 'Casual', 'Indie', 'Simulation']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2677890,HOT MOM WANTS SEX,['MOM'],['MOM'],"['Single-player', 'Family Sharing']",['Casual'],0,0,"['windows', 'linux']",True,2023-12-08 00:00:00,[],5,1,4,0.0,5 user reviews,20.0,0,False,6.99
2677910,ClearIt 16,['IteraLabs'],['IteraLabs'],"['Single-player', 'Family Sharing']",['Casual'],0,0,"['windows', 'mac']",True,2023-11-27 00:00:00,[],1,1,0,0.0,1 user reviews,100.0,0,False,1.99
2677920,Barbarous: Family Secrets,['SQRT3'],['GameHouse'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Strategy']",0,70,"['windows', 'mac']",True,2024-04-03 00:00:00,[],4,4,0,0.0,4 user reviews,100.0,0,False,19.99
2677930,SleepWalk,['Richard Bueno'],['RB Entertainment'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,11,['windows'],True,2023-11-20 00:00:00,[],2,1,1,0.0,2 user reviews,50.0,0,False,1.99
2677940,Desk of Desires: VR Office Sex,['Intrigue VR Interactive'],['Intrigue VR Interactive'],"['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",0,0,['windows'],True,2023-12-20 00:00:00,[],3,0,3,0.0,3 user reviews,0.0,0,False,19.99
2677950,Rose Bullet,['PPmaq'],['PPmaq'],"['Single-player', 'Family Sharing']","['RPG', 'Early Access']",0,0,['windows'],True,2023-12-11 00:00:00,[],2,2,0,0.0,2 user reviews,100.0,0,False,16.99
2677960,Waifu Slots,['Studio7'],['Studio7'],"['Single-player', 'Stats', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",0,0,['windows'],True,2024-10-06 00:00:00,[],4,4,0,0.0,4 user reviews,100.0,0,False,3.99
2677980,Choppy Waters,['Jordan Carter'],['Jordan Carter'],['Single-player'],"['Adventure', 'Casual', 'Indie', 'Strategy']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2678050,Sins Of Treatment,['Swamp Scarecrow Games'],['Piece Of Voxel'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,0,['windows'],True,2023-11-21 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,0.99
2678060,Inner Darkness,['TryHardStudio'],['Piece Of Voxel'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,4,['windows'],True,2024-08-07 00:00:00,[],2,1,1,0.0,2 user reviews,50.0,0,False,1.99
2678070,Phoenix 2,['Firi Games'],['Firi Games'],"['Single-player', 'In-App Purchases', 'Partial Controller Support']","['Action', 'Indie']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2678130,Infinite Runner,['Neville Games'],['Neville Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG']",0,0,"['windows', 'mac', 'linux']",True,2023-11-20 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,1.99
2678140,YCOM,['Teodor Slavik'],['Teodor Slavik'],"['Multi-player', 'PvP', 'Online PvP']","['Action', 'Indie', 'Strategy']",0,0,['windows'],True,2024-04-05 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2678160,Pearls of Atlantis: The Cove,['Alder Games'],['Legacy Games'],"['Single-player', 'In-App Purchases']",['Casual'],0,28,['windows'],True,2024-02-15 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2678230,Nyctophobia: Fear the Dark,"[""Good A'Nuff Studios"", 'Zygobot']","[""Good A'Nuff Studios""]","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'HDR available', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Strategy']",0,29,['windows'],True,2024-02-29 00:00:00,[],3,2,1,0.0,3 user reviews,66.7,0,False,4.99
2677280,梦境世界,['福建造梦信息技术有限公司'],['福建造梦信息技术有限公司'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'VR Only', 'In-App Purchases', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Strategy']",0,0,['windows'],True,2024-03-15 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2677290,Polyturbo Drift Racing Simulator,['CHETRUSCA SOFTWORKS SRL'],['CHETRUSCA SOFTWORKS SRL'],"['Single-player', 'Family Sharing']","['Action', 'Racing', 'Simulation', 'Sports']",0,0,['windows'],True,2023-12-06 00:00:00,[],6,5,1,0.0,6 user reviews,83.3,0,False,4.99
2677310,GRIDROAD,['RAJACORP'],['RAJACORP'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",0,35,"['windows', 'mac', 'linux']",True,2024-12-09 00:00:00,[],152,129,23,8.0,Very Positive,84.9,0,False,9.99
2677360,The Quest of the Tiny Hero,['CrunchyCode Games'],['CrunchyCode Games'],['Single-player'],"['Casual', 'Indie', 'RPG']",0,0,"['windows', 'linux']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2677370,College Sex - Episode 4,['EroticGamesClub'],['EroticGamesClub'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,2,"['windows', 'mac', 'linux']",True,2023-11-15 00:00:00,[],1,1,0,0.0,1 user reviews,100.0,0,False,2.99
2677400,Project BOB,['Golden Pixel'],['Yas Design inc'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,9,['windows'],True,2024-08-07 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,7.99
2677460,WarShip,['RayTrace'],['RayTrace'],"['Single-player', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Racing']",0,0,"['windows', 'mac']",True,2023-12-08 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,1.99
2677480,Beat the Beats VR,['Parallel Circles'],['Parellel Circles'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Only', 'Steam Cloud', 'Steam Leaderboards']","['Action', 'Casual', 'Indie', 'Sports']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2677490,失眠诊所,['幻想理戈游戏开发工作室'],['幻想理戈游戏开发工作室'],"['Single-player', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,2023-12-09 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,0.99
2677620,Spider Inferno,['Manie Solutions UG'],['Manie Solutions UG'],"['Single-player', 'Family Sharing']","['Action', 'Adventure']",0,0,['windows'],True,2024-01-01 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,0.99
2677640,Peasant Royale,['Milord'],['Milord'],"['Multi-player', 'PvP', 'Online PvP']","['Action', 'Massively Multiplayer', 'Free To Play']",0,0,['windows'],True,2023-12-29 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2677650,NEXT FLOOR,['Westick Games'],['Westick Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie']",0,15,['windows'],True,2024-01-17 00:00:00,[],1,1,0,0.0,1 user reviews,100.0,0,False,4.99
2677670,Horny Holiday,['Big Chungus Productions'],['Mr Big Chungus'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",['Casual'],0,17,"['windows', 'mac', 'linux']",True,2023-12-06 00:00:00,[],11,7,4,5.0,Mixed,63.6,0,False,4.99
2677680,Goblin and Coins II: The Lost Recipes,['Nikola Bulj'],['Nikola Bulj'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,20,['windows'],True,2024-08-28 00:00:00,[],4,4,0,0.0,4 user reviews,100.0,0,False,3.99
2677690,REPUNK,['Almar'],['Almar'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Indie']",0,15,['windows'],True,2024-06-17 00:00:00,[],19,15,4,6.0,Mostly Positive,78.9,0,False,12.99
2677720,HOT MILF VR,['BEST VR GAMES'],['BEST VR GAMES'],"['Single-player', 'VR Only', 'Family Sharing']",['Casual'],0,0,['windows'],True,2023-12-05 00:00:00,[],2,0,2,0.0,2 user reviews,0.0,0,False,6.99
2676790,EXPHYSIA,['GRAFAITH'],['GRAFAITH'],"['Single-player', 'Steam Achievements', 'Tracked Controller Support', 'VR Supported', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie', 'RPG', 'Early Access']",0,3,['windows'],True,2024-02-11 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,24.99
2676810,POROTO,['Edu Vasquez'],['Poroto Studio LLC'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,17,['windows'],True,2024-10-25 00:00:00,[],9,9,0,0.0,9 user reviews,100.0,0,False,4.99
2676820,无畏舰队：炮火战争（Noah City:Rise of the conqueror）,['LEOPARD STORM'],['LEOPARD STORM'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'In-App Purchases']","['Massively Multiplayer', 'Simulation', 'Strategy']",0,0,['windows'],True,2024-01-24 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2676850,Tickle Girl,['MCGame'],['MCGame'],"['Single-player', 'Family Sharing']",['Casual'],0,0,['windows'],True,2023-11-24 00:00:00,[],1,0,1,0.0,1 user reviews,0.0,0,False,1.99
2676920,Thank you for sharing your world,"['Kodansha', 'Kodansha VR Lab']",['KOMODO'],"['Single-player', 'VR Only', 'Family Sharing']",['Casual'],0,0,['windows'],True,2023-11-14 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,19.99
2676930,Rebel Duet,['ionDivvy Games'],['ionDivvy Games'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Indie', 'Early Access']",0,24,"['windows', 'mac', 'linux']",True,2024-11-04 00:00:00,[],27,23,4,7.0,Positive,85.2,0,False,12.99
2676940,Casual Desires,['ionDivvy Games'],['ionDivvy Games'],['Single-player'],"['Indie', 'Early Access']",0,0,"['windows', 'mac', 'linux']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2676950,奥数答题  Math Olympiad,['XL Studio'],['XL Studio'],"['Single-player', 'Family Sharing']","['Adventure', 'Strategy']",0,0,['windows'],True,2023-11-29 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,0.99
2676960,Lost Love Island,['OneCoin'],['Saikey Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,17,['windows'],True,2024-03-22 00:00:00,[],4,2,2,0.0,4 user reviews,50.0,0,False,7.99
2676970,Royal Romances: Cursed Hearts Collector's Edition,['Do Games Limited'],['Do Games Limited'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual']",0,0,['windows'],True,2023-12-12 00:00:00,['Royal Romances: Cursed Hearts DLC'],1,0,1,0.0,1 user reviews,0.0,0,False,6.99
2676980,To the Basement,['HugePixel'],['HugePixel'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['Adventure'],0,15,['windows'],True,2024-04-25 00:00:00,[],12,11,1,7.0,Positive,91.7,0,False,2.99
2676990,Mighty Knight Legacy,['FIREBEAST'],['Soft Source'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together']","['Action', 'Indie', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2677000,Rocket Frog,['MCre8 Games'],['MCre8 Games'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],True,2023-12-08 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,4.99
2677040,真夜的居所 - Chanye's Home,['柚原堂'],['柚原堂'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'RPG']",0,0,"['windows', 'mac']",True,2023-12-25 00:00:00,[],3,3,0,0.0,3 user reviews,100.0,0,False,6.99
2677140,Temple of Causality,['GameEon Studios'],['GameEon Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,9,['windows'],True,2024-02-13 00:00:00,[],8,8,0,0.0,8 user reviews,100.0,0,False,8.99
2677150,MAZE,['重庆旋客文化传播有限公司'],['重庆旋客文化传播有限公司'],['Single-player'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",0,0,['windows'],True,2024-01-04 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2677210,Project Quad,['Alex Cooper'],['Alex Cooper'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation', 'Early Access']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2677220,Stealth Raider,['Orazio Principe'],['Natty Soft'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Adventure', 'Indie']",0,5,['windows'],True,2024-11-01 00:00:00,[],2,2,0,0.0,2 user reviews,100.0,0,False,3.99
2677240,AstroPanic,['Celestial Alpaca Studios'],['Celestial Alpaca Studios'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Early Access']",0,31,['windows'],True,2024-01-29 00:00:00,[],1,1,0,0.0,1 user reviews,100.0,0,False,2.99
2676340,Star Deck,['Alex Elkman'],['Psyched Studios'],"['Single-player', 'Steam Achievements']","['Indie', 'RPG', 'Strategy']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2676390,Nexus Defenders,['Sabr Path'],['Sabr Path'],"['Single-player', 'Steam Achievements', 'Captions available', 'Family Sharing']","['Indie', 'Strategy']",0,11,['windows'],True,2024-02-19 00:00:00,[],22,20,2,7.0,Positive,90.9,0,False,4.99
2676450,Birdminton,['Matthew Ardizzone'],['Matthew Ardizzone'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Remote Play Together']",['Sports'],0,0,"['windows', 'mac']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2676520,I'm a Rocker!,['Teleport Games'],['Teleport Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,3,['windows'],True,2024-05-01 00:00:00,[],1,1,0,0.0,1 user reviews,100.0,0,False,4.99
2676540,Brush Burial,['Knife Demon Software'],['Knife Demon Software'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],True,2023-12-01 00:00:00,[],64,56,8,8.0,Very Positive,87.5,0,False,6.99
2676580,SCP-087-B UE Remake,['Chris Korth'],['Chris Korth'],['Single-player'],"['Adventure', 'Indie']",0,0,['windows'],True,2023-12-07 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2676700,Deadly Nightmare Unwanted Heritage,['Electrical Eagle Studio LTD'],['Electrical Eagle Studio LTD'],"['Single-player', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie']",0,0,['windows'],True,2024-01-15 00:00:00,[],1,1,0,0.0,1 user reviews,100.0,0,False,9.99
2676750,Rave Gazebo,"['Gregory Osborne', 'Michael Davis (Ratface)', 'Austin Vogel (Stin)', 'Falling Starheart']",['Rave Gazebo LLC'],"['Single-player', 'VR Only', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",0,0,['windows'],True,2023-12-11 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,14.99
2676760,Half-demon Kamia,['wlend'],['wlend'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,9,['windows'],True,2024-02-02 00:00:00,[],1,0,1,0.0,1 user reviews,0.0,0,False,3.99
2676770,Basketball Grand Slam 2024,['HONG KONG POINSETTIA TECHNOLOGY'],[' FutureGameStudio'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']","['Action', 'Casual', 'RPG', 'Simulation', 'Sports', 'Free To Play']",0,0,['windows'],True,2024-01-10 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2675820,Undead City,['RedGrit Games'],['RedGrit Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Action', 'Early Access']",0,0,['windows'],True,2024-05-31 00:00:00,[],10,6,4,5.0,Mixed,60.0,0,False,11.99
2675850,protoViolence - Definitive Edition,"['Mado', 'Team malViolence']",['Mado'],"['Single-player', 'Captions available']","['Casual', 'Indie']",0,0,"['windows', 'mac', 'linux']",True,2024-02-18 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2675900,Dear Flower,['Popiicorn Game'],['Popiicorn Game'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,13,['windows'],True,2024-11-07 00:00:00,[],2,1,1,0.0,2 user reviews,50.0,0,False,7.99
2676000,Combat Mission: Final Blitzkrieg,['Battlefront'],['Slitherine Ltd.'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Family Sharing']",['Strategy'],0,0,['windows'],True,2024-01-25 00:00:00,['Combat Mission: Final Blitzkrieg - Downfall'],17,14,3,7.0,Positive,82.4,0,False,59.99
2676030,Runehaven,['Cikoria Studio'],['Cikoria Studio'],['Single-player'],"['Action', 'Adventure', 'Indie', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2676040,Statera: Aurum,['jst.games'],['jst.games'],['Single-player'],"['Adventure', 'Indie', 'RPG']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2676080,The Quiet Execution,['Mild Overthinking LTDA'],['Mild Overthinking LTDA'],"['Single-player', 'Steam Achievements', 'Full controller support']","['Adventure', 'Indie']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2676100,Up to Gods,['Kebabos'],['Kebabos'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,0,['windows'],True,2023-11-17 00:00:00,[],4,3,1,0.0,4 user reviews,75.0,0,False,1.99
2676110,The Crevice,['Hapatus Ltd'],['Hapatus Ltd'],['Single-player'],"['Action', 'Adventure', 'Indie']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2676140,The Last Catalyst,['3-50'],['3-50'],['Single-player'],"['Action', 'Indie']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2676150,Cheesecake Cult: Unholy Feast,['swezus'],['swezus'],"['Single-player', 'Steam Achievements']","['Action', 'Adventure', 'Indie', 'Early Access']",0,0,['windows'],False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,True,0.0
2676180,Fog of War: Book One,['Story Machine Studios'],['Story Machine Studios'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,20,"['windows', 'linux']",True,2024-06-09 00:00:00,[],89,76,13,8.0,Very Positive,85.4,0,False,11.99
2676190,Ericanskinsmonsters,['SMIRKSMILEGRIN GAMES'],['SMIRKSMILEGRIN GAMES'],"['Single-player', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",0,0,['windows'],True,2024-12-12 00:00:00,[],0,0,0,0.0,No user reviews,0.0,0,False,9.99
2676210,GARMM Adventurer Vol.1,['GARMM'],['XNKLV'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,0,['windows'],True,2023-12-01 00:00:00,[],8,7,1,0.0,8 user reviews,87.5,0,False,4.99
2676220,Pigeon's Mission,['Glowing Cheetah Studios'],['Glowing Cheetah Studios'],"['Single-player', 'Full controller support', 'Captions available']","['Action', 'Adventure', 'Casual', 'Indie']",0,0,"['windows', 'mac', 'linux']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2676270,Teo Dove Am Skater 2,['Ole Wostryck Eiesland'],['Ole Wostryck Eiesland'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Stats', 'Steam Leaderboards', 'Remote Play Together']","['Indie', 'Sports']",0,0,"['windows', 'linux']",False,Not Released,[],0,0,0,0.0,No user reviews,0.0,0,False,0.0
2675270,Blood Lily Loop,"['Sounding Stone / 老奉毊', 'MaouCat Studio / 魔王貓工作室']","['Sounding Stone / 老奉毊', 'RMAsia']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,3,['windows'],True,2024-09-16 00:00:00,[],15,15,0,7.0,Positive,100.0,0,False,2.99
